source_file,model,imagery,backbone,license_split,protocol,country,n_patches,pq,sq,rq,f1_5_95,poly_count_delta_mean,poly_count_delta_p50,bnd_err_mean_m,bnd_err_p95_m
delineate_anything_conf025.csv,DelineateAnything-conf0.25,planet,yolo11x-seg,zeroshot,full_data_25region,lithuania,403,0.041558,0.757332,0.054874,0.031033,18.7122,13.0000,17.6584,54.2429
delineate_anything_conf025.csv,DelineateAnything-conf0.25,planet,yolo11x-seg,zeroshot,full_data_25region,luxembourg,66,0.234900,0.742895,0.316196,0.169640,25.4091,21.0000,9.0856,24.5492
delineate_anything_conf025.csv,DelineateAnything-conf0.25,planet,yolo11x-seg,zeroshot,full_data_25region,netherlands,253,0.094466,0.793728,0.119016,0.076381,16.5968,9.0000,10.2040,30.9174
delineate_anything_conf025.csv,DelineateAnything-conf0.25,planet,yolo11x-seg,zeroshot,full_data_25region,portugal,2,0.014448,0.727239,0.019868,0.009934,141.0000,141.0000,6.1193,6.7640
delineate_anything_conf025.csv,DelineateAnything-conf0.25,planet,yolo11x-seg,zeroshot,full_data_25region,rwanda,6,0.013519,0.898980,0.015038,0.012030,19.5000,21.5000,6.7204,6.7204
delineate_anything_conf025.csv,DelineateAnything-conf0.25,planet,yolo11x-seg,zeroshot,full_data_25region,slovakia,369,0.262892,0.820694,0.320329,0.222505,5.1734,4.0000,22.6981,62.8900
delineate_anything_conf025.csv,DelineateAnything-conf0.25,planet,yolo11x-seg,zeroshot,full_data_25region,slovenia,214,0.015224,0.762460,0.019967,0.011432,43.4252,26.0000,7.7669,25.3834
delineate_anything_conf025.csv,DelineateAnything-conf0.25,planet,yolo11x-seg,zeroshot,full_data_25region,south_africa,43,0.012258,0.877671,0.013966,0.011173,16.1395,16.0000,13.1861,28.9987
delineate_anything_conf025.csv,DelineateAnything-conf0.25,planet,yolo11x-seg,zeroshot,full_data_25region,spain,172,0.028256,0.732191,0.038591,0.019839,121.3547,97.5000,10.0019,28.0736
delineate_anything_conf025.csv,DelineateAnything-conf0.25,planet,yolo11x-seg,zeroshot,full_data_25region,sweden,416,0.155022,0.822222,0.188541,0.131166,11.6851,10.0000,13.5581,47.2554
delineate_anything_conf025.csv,DelineateAnything-conf0.25,planet,yolo11x-seg,zeroshot,full_data_25region,vietnam,21,0.000558,0.704101,0.000793,0.000357,474.5238,398.0000,6.7768,10.2429
